Ticker,Last,Change %,Change,Rating,Volume,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
EOG,50.24,2.84544524,1.39,Buy,2406069,29367248520,,-0.5269,2900,Energy Minerals
EPAM,354.805,-0.18426827,-0.655,Buy,129295,19836867270,65.49964068,5.6976,36739,Technology Services
EPD,20.24,0.29732408,0.06,Buy,4274119,44203320000,9.81756264,2.0585,7300,Industrial Services
EQH,25.395,2.23429952,0.555,Buy,755745,11292750180,,-0.9684,7900,Finance
EQIX,708.615,-0.67630074,-4.825,Sell,151683,63568700000,139.97802543,5.1319,8378,Finance
EQNR,16.345,2.86343612,0.455,Buy,3240698,51187500000,,-1.0228,21412,Energy Minerals
EQR,57.29,-0.96802074,-0.56,Sell,557542,21534800000,23.02670859,2.5502,2700,Finance
ERIC,11.755,-0.21222411,-0.025,Sell,4441316,36121700000,25.45375972,0.4639,99417,Electronic Technology
ERIE,251.89,0.73988162,1.85,Buy,88559,11692430328,45.04981713,6.2295,5700,Finance
ES,83.16,-0.49060668,-0.41,Sell,548949,28526385040,23.72664812,3.5376,8234,Utilities
ESS,231.93,-1.19285988,-2.8,Sell,151118,15305500000,25.72439944,9.1393,1822,Finance
ESTC,158.52,-0.35202414,-0.56,Buy,306405,13857856635,,-1.4911,1343,Technology Services
ET,6.5222,0.9628483,0.0622,Buy,13274405,17631430000,,-0.0942,12812,Industrial Services
ETN,117.24,0.54026241,0.63,Buy,678961,46735850000,34.41650434,3.4042,101000,Producer Manufacturing
ETR,95.46,-0.57285699,-0.55,Sell,794347,19114242180,13.92821911,6.9317,13635,Utilities
ETSY,191.67,-2.89289695,-5.71,Buy,1472137,24157774690,109.53385128,1.9337,1240,Commercial Services
EVRG,52.9302,0.53219373,0.2802,Sell,2101034,12014156880,18.98391866,2.7783,4617,Utilities
EW,88.76,0.86363636,0.76,Buy,982222,55282097600,70.55805003,1.2708,13900,Health Technology
EXAS,141.125,-0.70011258,-0.995,Buy,990215,22439133000,,-2.196,4110,Health Technology
EXC,41.735,-0.0598659,-0.025,Buy,1686602,40725253140,17.14496859,2.4377,32713,Utilities
EXPD,94.99,0.3062302,0.29,Buy,314104,16078577340,25.51047896,3.7704,18000,Transportation
EXPE,127.17,3.26431181,4.02,Buy,931822,18003741470,,-15.6148,25400,Consumer Services
EXR,112.84,-2.04010765,-2.35,Buy,264135,14886600000,34.18303757,3.3875,4048,Finance
F,9.025,2.67349261,0.235,Buy,37862816,35885457326,,-0.0328,190000,Consumer Durables
FAST,49.195,-0.55589246,-0.275,Buy,640422,28228497000,33.82332832,1.4671,21948,Distribution Services
FB,270.125,1.13632109,3.035,Sell,10848033,769523511090,30.41542351,8.8651,44942,Technology Services
FBHS,87.91,0.14809752,0.13,Strong Buy,272325,12213248390,24.94884038,3.5559,24700,Producer Manufacturing
FCAU,17.88,0.50590219,0.09,Buy,968624,28155814800,798.46107947,0.02849541,191752,Consumer Durables
FCX,24.985,3.03092784,0.735,Buy,10434074,36278163900,,-0.0759,27500,Non-Energy Minerals
FDS,326.88,-1.24471299,-4.12,Sell,109506,12397516808,33.66489697,,10484,Technology Services
FDX,271.66,-0.59279859,-1.62,Sell,1766780,71325239040,29.69240631,9.3125,245000,Transportation
FE,29.435,-1.71953255,-0.515,Sell,3365789,15990127300,26.78411733,1.121,12316,Utilities
FFIV,176.31,0.38146208,0.67,Buy,183164,10866170809,34.96923965,5.0488,6109,Electronic Technology
FICO,510.87,-0.92122105,-4.75,Buy,77154,14897114472,65.26422378,8.1336,4003,Technology Services
FIS,134.9,0.06676063,0.09,Strong Sell,4506273,83694253920,,-0.17,55000,Technology Services
FISV,110.93,0.37097358,0.41,Sell,1870819,74378391720,84.12879653,1.3385,44000,Technology Services
FITB,27.755,3.06349796,0.825,Buy,2264457,19748282400,13.44080655,2.0222,19869,Finance
FIVN,180.43,-3.3324404,-6.22,Buy,399551,11898791836,,-0.5352,1210,Technology Services
FLT,270.01,0.20411193,0.55,Buy,231661,22519266016,32.50030153,8.5961,8700,Commercial Services
FMC,114.43,0.66860209,0.76,Sell,188877,14857176500,29.89506351,3.8287,6400,Process Industries
FMS,41.57,0.84910238,0.35,Sell,64014,23172400000,16.36168777,2.5229,120659,Health Services
FMX,73.51,0.46467131,0.34,Buy,101364,15813400000,92.92608585,0.7874,241876,Consumer Non-Durables
FND,99.84,-0.93272475,-0.94,Buy,289266,10392940195,61.57888305,1.6939,7317,Retail Trade
FNF,38.38,-0.10411244,-0.04,Buy,686626,11271208120,11.30665097,3.4327,25063,Finance
FNV,129.55,1.07669501,1.38,Strong Sell,294958,24726102240,92.44725822,1.38918211,42,Non-Energy Minerals
FOX,27.71,2.70570793,0.73,Sell,586744,16503739560,10.22202016,2.649,9000,Consumer Services
FOXA,28.055,2.8786212,0.785,Sell,1380355,16700212650,10.33189361,2.649,9000,Consumer Services
FRC,140.13,2.54665203,3.48,Strong Buy,299961,24108568260,24.42795853,5.6284,,Finance
FSLR,101.97,-3.0334728,-3.19,Buy,2389948,10800014160,50.36157272,2.107,6600,Electronic Technology
FSLY,102.2,-2.45299227,-2.57,Buy,2718012,11590620000,,-0.6446,630,Technology Services
FTCH,63.99,-1.31091919,-0.85,Buy,2690321,21718081512,,-3.4554,4532,Technology Services
FTNT,151.33,-0.53894183,-0.82,Buy,693878,24541351760,56.82539683,2.7363,7082,Electronic Technology
FTS,40.735,0.85417182,0.345,Sell,241508,18939450000,20.29909794,1.99460977,9000,Utilities
FTV,69.43,1.41688577,0.97,Buy,1597731,23414890240,44.6721044,1.547,25000,Electronic Technology
GD,148.15,1.12627986,1.65,Sell,536375,42526380680,13.29015168,11.0722,102900,Electronic Technology
GDDY,85.08,-0.25791325,-0.22,Buy,300552,14285272320,,-3.0726,7024,Technology Services
GDRX,48.43,0.22764901,0.11,Buy,1013467,18901368641,913.42155009,0.0529,,Technology Services
GDS,92.1075,-1.48930481,-1.3925,Buy,300572,16685000000,,-0.5329,1087,Technology Services
GE,10.905,2.78039585,0.295,Buy,40339098,95570181700,25.37670414,0.4188,205000,Electronic Technology
GGG,72.94,0.64854423,0.47,Buy,188578,12213738900,41.42563165,1.7977,3700,Producer Manufacturing
GH,135,-0.68417568,-0.93,Buy,845799,13527265444,,-1.9113,622,Health Services
GIB,78.54,0.21691974,0.17,Buy,62940,20088498895,24.92267874,3.19124088,76000,Technology Services
GILD,57.365,0.64035088,0.365,Sell,6240451,71915016100,59.12863071,0.9848,11800,Health Technology
GIS,59.035,0.74232082,0.435,Sell,1351859,36102297665,15.03142234,3.9313,35000,Consumer Non-Durables
GLW,36.58,1.41391738,0.51,Buy,1624578,27943665750,174.84246243,0.2564,49500,Electronic Technology
GM,42.82,4.69437653,1.92,Buy,13062990,61274381100,18.34492039,2.244,164000,Consumer Durables
GMAB,39.17,-2.05051263,-0.82,Buy,322187,26157500000,31.22267333,1.2934,548,Health Technology
GNRC,227.465,0.06818882,0.155,Buy,361227,14299020997,49.08125148,4.7238,5689,Producer Manufacturing
GOLD,22.9,1.68738899,0.38,Sell,9230912,40710286350,13.24283073,1.70061763,,Non-Energy Minerals
GOOG,1735.6498,0.70494923,12.1498,Sell,503936,1174147015060,34.41562332,52.2107,118899,Technology Services
GOOGL,1730.0725,0.57274651,9.8525,Sell,653145,1170744592280,34.3501268,52.2107,118899,Technology Services
GPC,99.6,0.97323601,0.96,Strong Buy,348239,14373022320,783.47895155,0.1384,55000,Distribution Services
GPN,199.975,1.08426427,2.145,Buy,756321,59822499450,117.97364184,1.6847,24000,Technology Services
GRMN,120.49,1.1331207,1.35,Buy,313364,23027803355,22.38926578,5.3451,15000,Electronic Technology
GS,258.235,3.25682754,8.145,Strong Buy,2438278,88791908420,14.42230616,17.5319,38300,Finance
GSK,36.195,0.29093932,0.105,Sell,2160196,89875500000,11.20807453,3.2545,99437,Health Technology
GWRE,128.97,1.55917789,1.98,Buy,278124,10789216044,,-0.391,2690,Technology Services
GWW,410.2775,-0.01279458,-0.0525,Buy,201972,22015727982,35.14122262,11.7506,25300,Distribution Services
HAL,19.4882,1.92573222,0.3682,Buy,6410834,17233716465,,-4.9713,55000,Industrial Services
HAS,92.69,0.33557047,0.31,Buy,372595,12699347925,32.30182874,2.8719,5600,Consumer Durables
HBAN,12.35,1.81368508,0.22,Buy,11598898,12614441600,17.14245336,0.7184,,Finance
HCA,165.855,1.58326698,2.585,Buy,362491,56156715000,16.52363121,10.0476,280000,Health Services
HD,270.285,0.0907273,0.245,Buy,1409071,291010363000,23.33805787,11.6189,415700,Retail Trade
HDB,69.18,1.11078632,0.76,Buy,361270,125587000000,31.17510366,2.2028,116971,Finance
HEI,131.93,2.20001549,2.84,Buy,188044,17836936000,56.54402102,2.3309,,Electronic Technology
HEI.A,118.58,1.26387703,1.48,Buy,56566,16066492000,51.29215944,2.3309,,Electronic Technology
HES,54.49,4.60741025,2.4,Buy,664052,16757191890,,-10.5824,1775,Energy Minerals
HIG,48.26,1.30142737,0.62,Buy,872044,17291214150,9.97090772,4.811,19500,Finance
HLT,106.15,3.108305,3.2,Buy,1314745,29439795060,,-1.1498,173000,Consumer Services
HMC,28.7458,-0.22283929,-0.0642,Sell,379056,49744700000,21.6047994,1.3335,218674,Consumer Durables
HOLX,75.21,0.723182,0.54,Buy,900129,19329722100,17.7586986,4.2422,5814,Health Technology
HON,210.77,1.36096951,2.83,Buy,1027981,147747004160,29.86999928,7.0353,113000,Producer Manufacturing
HPE,11.795,1.59345392,0.185,Buy,3917713,15256832500,,-0.2514,59400,Electronic Technology
HPQ,24.315,0.64155629,0.155,Buy,3003337,31389837600,12.05949885,2.0126,53000,Electronic Technology
HRL,47.24,0.4465235,0.21,Sell,526815,25516524680,28.30574782,1.6881,19100,Consumer Non-Durables
HSBC,26.02,1.91931061,0.49,Buy,2233651,103997000000,,-0.5476,235000,Finance
HSBC/PA,25.11,-0.03980892,-0.01,Sell,57163,104100170457.57204,,-0.10691454,235000,Finance
HSY,149.5,0.59211412,0.88,Buy,327728,31125820413,26.0764291,5.7271,16140,Consumer Non-Durables
HTHT,44.63,-0.13425822,-0.06,Sell,482836,14362300000,,-1.1365,18352,Consumer Services
HUBS,411.97,-1.49442877,-6.25,Buy,248230,18905691200,,-1.8092,3387,Technology Services
HUM,406.45,4.6364947,18.01,Buy,1041744,53780735580,12.44848384,31.3993,47200,Health Services
HWM,27.72,4.76190476,1.26,Buy,1811621,12026006940,25.01891074,1.0637,41700,Non-Energy Minerals
HZNP,67.74,-0.58702671,-0.4,Sell,3424877,14937652800,18.6068103,4.0553,1200,Health Technology
IAU,17.845,0.4786036,0.085,Buy,14657787,31324200000,4.94707521,3.59,,Miscellaneous
IBM,124.39,0.63101691,0.78,Buy,1861242,110838580230,13.99506363,8.8954,383800,Technology Services
IBN,13.905,1.79355783,0.245,Buy,3334402,47146100000,23.9271326,0.5793,99319,Finance
ICE,112.53,-0.55673383,-0.63,Buy,663170,63138837160,31.15981936,3.6529,5989,Finance
ICLR,192.33,-1.05972529,-2.06,Sell,120466,10155531736,31.60556052,6.2111,14650,Health Technology
IDXX,495.24,-0.78333166,-3.91,Buy,117852,42249040470,86.99175657,5.8266,9200,Health Technology
IEP,51.04,0.7500987,0.38,Buy,222083,11845465280,,-8.853,28033,Producer Manufacturing
IEX,195.275,-0.56774785,-1.115,Buy,147891,14783450095,40.08531831,4.9456,7439,Producer Manufacturing
IFF,111.4,-3.0967293,-3.56,Sell,1065851,11902712230,34.40474053,3.3856,13600,Consumer Non-Durables
IHG,63.16,2.91673456,1.79,Buy,69847,11161500000,,-0.7195,14436,Consumer Services
ILMN,369.63,-0.35852922,-1.33,Buy,437071,54005400000,86.05363274,4.3485,7700,Health Technology
IMO,19.1,4.60021906,0.84,Buy,220704,14035552240,,-0.45435149,6000,Energy Minerals
INCY,88.22,0.26139334,0.23,Buy,227294,19343916680,,-1.5458,1456,Health Technology
INFO,86.13,-0.85184759,-0.74,Sell,1872628,34101760860,38.05414403,2.3258,15500,Technology Services
INFY,16.57,-0.06031363,-0.01,Buy,4140677,70623000000,28.96069869,0.5734,242371,Technology Services
ING,9.555,4.19847328,0.385,Buy,3041479,35755400000,,0.7602,56196,Finance
INTC,46.84,1.45115876,0.67,Sell,14960063,191893357800,9.05489419,5.1491,110800,Electronic Technology
INTU,379.93,-0.01052715,-0.04,Buy,558270,104101854020,51.01706521,7.5241,10600,Technology Services
INVH,28.72,-1.03376981,-0.3,Sell,1113844,16266700000,153.22069694,0.1898,1140,Finance
IP,49.705,0.61740891,0.305,Buy,962422,19517599155,39.46947907,1.2573,51000,Process Industries
IPGP,221.27,1.14737612,2.51,Strong Buy,47299,11793845889,110.94994167,1.993,5960,Electronic Technology
IQV,175.4,-0.89275624,-1.58,Buy,527904,33632574920,197.10435461,0.9185,67000,Health Services
IR,45.715,0.34021071,0.155,Buy,470285,19091055760,,-0.362,6600,Producer Manufacturing
ISRG,813.3707,-0.23051825,-1.8793,Buy,250484,95628641400,92.89433803,9.0405,7326,Health Technology
IT,157.81,0.88218372,1.38,Buy,164551,14091258558,65.63312914,2.4052,16724,Commercial Services
ITUB,6.16,1.65016502,0.1,Buy,26165570,29113300000,14.54283657,0.4186,95000,Finance
ITW,203.1,0.35080785,0.71,Sell,317259,64278881600,30.70562711,6.6219,45000,Producer Manufacturing
IX,73.38,-2.10779082,-1.58,Sell,28901,18705800000,8.61896494,8.7029,31233,Finance
J,107.2,1.02723589,1.09,Buy,188310,13936562820,36.89114487,2.9119,55000,Industrial Services
JBHT,138.735,-0.8043758,-1.125,Buy,253483,14657677300,30.12536079,4.6904,29056,Transportation
JCI,45.96,0.70113935,0.32,Buy,1486767,33241855360,54.35921868,0.8439,97000,Producer Manufacturing
JD,84.81,2.4399082,2.02,Buy,9841300,109286000000,31.96525097,2.7079,227730,Retail Trade
JHX,29.33,2.58831759,0.74,Buy,8326,12698700000,85.03866746,0.3374,,Non-Energy Minerals
JKHY,156.705,1.28296277,1.985,Strong Sell,301287,11964853836,39.82496782,3.8939,6717,Technology Services
JNJ,152.59,-0.0851231,-0.13,Strong Buy,2584727,401593977000,23.99710878,6.4512,132200,Health Technology
JPM,125.45,3.1067642,3.78,Buy,9369493,382427172000,15.87883692,7.6769,256981,Finance
K,61.65,0.75175682,0.46,Sell,708337,21193343580,17.71261506,3.4777,31000,Consumer Non-Durables
KB,39.93,0.25106703,0.1,Sell,70510,15519100000,5.51646769,7.2854,183,Finance
KDP,31.625,1.78628902,0.555,Strong Buy,1572979,44539462500,33.88961606,0.926,25500,Consumer Non-Durables
KEP,11.97,1.01265823,0.12,Buy,80375,15214500000,241.34419552,0.0491,,Utilities
KEY,16.33,3.74841169,0.59,Buy,3791190,15940921725,13.70841317,1.1579,,Finance
KEYS,130.72,1.57743414,2.03,Buy,662436,24340164730,38.88385303,3.3546,13900,Electronic Technology
KHC,34.955,1.64291945,0.565,Buy,1956579,42742795200,,-0.4034,37000,Consumer Non-Durables
KKR,39.7,0.5317802,0.21,Buy,1541370,22602495190,24.18100545,1.7512,1384,Finance
KL,42.1,2.48296008,1.02,Neutral,849558,12266499150,14.37660082,2.88362343,2583,Non-Energy Minerals
KLAC,254.44,-1.22287356,-3.15,Sell,421428,39469545060,31.33774544,8.282,10600,Electronic Technology
KMB,134.01,1.01002487,1.34,Strong Sell,802511,45585160740,19.29184237,6.915,40000,Consumer Non-Durables
KMI,13.885,0.76197388,0.105,Sell,10650358,31434987940,285.89211618,0.0482,11086,Industrial Services
KMX,93.76,1.54879238,1.43,Sell,1718119,15374951900,20.34551905,4.5987,27050,Retail Trade
KO,53.175,0.78658074,0.415,Buy,4195094,228515840250,27.36088783,1.9424,86200,Consumer Non-Durables
KR,31.525,2.05568145,0.635,Sell,6068302,24001464175,8.14867574,3.8305,435000,Retail Trade
KSU,199.885,1.99775476,3.915,Strong Buy,407829,18710023824,32.43677172,6.0727,7040,Transportation
L,44.17,2.60162602,1.12,Buy,507572,12141140410,,-3.9408,18605,Finance
LB,39.275,3.35526316,1.275,Buy,1243290,10922730975,,-0.7575,94400,Retail Trade
LBRDA,155.25,2.09114224,3.18,Neutral,131821,27709613477,123.66430837,1.2394,56,Consumer Services
LBRDK,156.58,1.24143282,1.92,Neutral,1288090,27973786550,125.77051313,1.2394,56,Consumer Services
LBTYA,24.345,2.37594617,0.565,Buy,692538,14189894244,,-3.2794,20200,Consumer Services
LBTYK,23.665,1.91645134,0.445,Buy,2240052,13784635296,,-3.2794,20200,Consumer Services
LDOS,105.21,2.79433317,2.86,Buy,310614,14970034385,24.08235294,4.3099,34000,Technology Services
LEN,78.86,-1.84217077,-1.48,Strong Buy,1118112,24662455592,10.23009436,7.9112,,Consumer Durables
LEN.B,63.05,-2.20257484,-1.42,Strong Buy,21455,19718080460,8.20928782,7.9112,,Consumer Durables
LFC,10.71,-0.09328358,-0.01,Strong Sell,172323,15953900000,8.94974119,1.1978,,Finance
LH,204.405,0.49904125,1.015,Buy,223101,19903690000,23.66458399,8.6751,65000,Health Services
LHX,186.5447,1.32241595,2.4347,Sell,484149,39190090240,30.48532115,6.0928,,Electronic Technology
LI,30.7101,-1.85330777,-0.5799,Sell,13061389,22519000000,,-0.2639,2628,Producer Manufacturing
LII,274.47,0.60479437,1.65,Sell,102158,10488998236,29.3987069,9.3458,11200,Producer Manufacturing
LIN,257.34,1.53081354,3.88,Strong Buy,592488,135077197520,60.3303818,4.2338,79886,Process Industries
LKQ,36.22,0.66703724,0.24,Buy,466132,11018810725,18.41256845,1.9571,51000,Consumer Durables
LLY,166.37,-0.20993282,-0.35,Buy,873142,159117849880,27.2917758,6.1274,33625,Health Technology
LMT,353.64,1.6440561,5.72,Strong Sell,794364,98970792160,14.99312657,23.318,110000,Electronic Technology
LN,51.83,0.30965744,0.16,Buy,6006,12596500000,,-1.6251,6998,Technology Services
LNG,58.18,1.04202848,0.6,Buy,471473,14687392280,17.29960341,4.1188,1530,Industrial Services
LNT,49.73,-0.88689586,-0.445,Strong Sell,533542,12420614530,18.72970249,2.6819,3597,Utilities
LOGI,94.0718,-0.99789518,-0.9482,Buy,246792,15874616250,23.31035887,4.14127891,6600,Electronic Technology
LOW,162.85,-1.06919385,-1.76,Buy,2034681,119301958860,23.24474695,7.0922,320000,Retail Trade
LRCX,475.55,-0.29353182,-1.4,Buy,375339,68472679275,27.06037877,17.9925,11300,Electronic Technology
LSXMA,42.75,1.11163671,0.47,Buy,283703,14574437864,50.59837243,0.8442,,Consumer Services
LSXMK,42.87,0.98939929,0.42,Buy,182966,14605070732,51.47950521,0.8266,,Consumer Services
LU,14.51,4.76534296,0.66,Sell,2478075,34131900000,,,84647,Technology Services
LULU,356.95,-0.86649818,-3.12,Sell,936261,46480190790,84.59496288,4.2755,19000,Retail Trade
LUMN,9.895,1.17586912,0.115,Sell,6643216,10845130050,8.27061311,1.1878,42500,Communications
LUV,47.01,3.72903795,1.69,Buy,4636842,27748733730,,-2.7897,60800,Transportation
LVS,56.94,1.22666667,0.69,Sell,1415492,43538807062,,-0.9941,50000,Consumer Services
LW,78.34,1.29299198,1,Buy,304132,11461270480,33.51824564,2.3218,7700,Consumer Non-Durables
LYB,91.55,1.93742345,1.74,Buy,467152,30588649995,25.55049787,3.5178,19100,Process Industries
LYFT,50.12,1.23207433,0.61,Buy,4388956,15898358034,,-5.3703,5683,Technology Services
LYG,1.9613,8.35911602,0.1513,Buy,8414382,32040400000,88.7254902,0.0204,77754,Finance
LYV,72.06,0.0694348,0.05,Buy,1066276,15637851925,,-6.9398,10500,Consumer Services
MA,331.3492,-0.26811943,-0.8908,Sell,1936456,330385897810,49.85968335,6.6937,18600,Finance
MAA,123.03,-1.79597701,-2.25,Sell,261304,14328300000,45.13293465,2.7793,2513,Finance
MAR,128.225,1.55631237,1.965,Buy,1064560,41631287953,239.8556231,0.5348,174000,Consumer Services
MAS,56.56,-0.12360939,-0.07,Buy,741492,14803011320,28.62992922,1.9812,22000,Producer Manufacturing
MASI,267.225,0.23819348,0.635,Buy,66607,14701390056,69.25494882,4.1,5300,Health Technology
MCD,212.69,0.36334466,0.77,Buy,1081283,158500011920,32.34629709,6.6026,205000,Consumer Services
MCHP,136.63,-0.23366192,-0.32,Buy,639872,35569965360,58.35108649,2.5032,18000,Electronic Technology
MCK,171.0075,0.58673019,0.9975,Sell,296071,27478922960,12.91378656,13.2433,80000,Distribution Services
MCO,277.44,-1.36168095,-3.83,Sell,193577,52131402000,29.24564596,9.7077,11000,Commercial Services
MDB,376.42,-4.94444444,-19.58,Buy,1172391,22685440646,,-4.3635,1813,Technology Services
MDLZ,57.5,0.59482155,0.34,Sell,2493484,82205596800,26.28287659,2.1905,80000,Consumer Non-Durables
MDT,114.34,-0.25298787,-0.29,Buy,1284376,153728944200,43.78533231,2.6371,90000,Health Technology
MELI,1678.565,-3.10697938,-53.825,Buy,271437,83425581600,,-0.083,9703,Technology Services
MET,46.265,2.33355452,1.055,Buy,2634671,41631640740,7.42132996,6.1311,49000,Finance
MFC,17.45,1.45348837,0.25,Buy,1085290,33850033500,8.68287982,1.98412877,35000,Finance
MFG,2.54,0,0,Sell,269127,32207600000,1.19086689,2.1329,57264,Finance
MGA,72.41,9.11693791,6.05,Buy,4940393,21672698880,47.79744945,1.39928879,165000,Producer Manufacturing
MGM,31.01,2.17462932,0.66,Buy,3281735,15329396865,10.84277089,2.8316,70000,Consumer Services
MKC,92.83,-0.13984509,-0.13,Sell,354060,24793211744,16.44145738,2.8552,12400,Consumer Non-Durables
MKC.V,93.525,1.0534846,0.975,Buy,571,24954639780,16.36894234,2.8552,12400,Consumer Non-Durables
MKL,989.03,0.83911093,8.23,Sell,20072,13625150690,30.22803552,32.6251,18600,Finance
MKTX,574.63,-2.65788047,-15.69,Buy,88168,21814966005,81.32585725,7.4165,527,Finance
MLM,274.99,0.61836809,1.69,Buy,157724,17118554838,25.5241653,10.7235,8846,Non-Energy Minerals
MMC,113.92,-0.41958042,-0.48,Sell,431137,57769054900,28.73144637,4.0226,76000,Finance
MMM,174.6325,-0.08439181,-0.1475,Buy,714564,100672743660,20.48523207,8.6025,96163,Producer Manufacturing
MNST,89.09,0.92896794,0.82,Buy,772310,47024206775,39.6897482,2.2444,3529,Consumer Non-Durables
MO,42.9684,0.98331375,0.4184,Buy,4909741,79884183700,110.57692308,0.3853,7300,Consumer Non-Durables
MOH,209.43,1.79847373,3.7,Buy,102794,12429280000,15.42759014,13.528,10000,Health Services
MPC,41.175,3.79379884,1.505,Buy,2806710,26767782140,,-14.9156,60910,Energy Minerals
MPLX,22.15,1.04927007,0.23,Buy,921550,23060568900,,-1.9918,6200,Industrial Services
MPW,21.645,0.34770515,0.075,Buy,1785781,11561500000,24.86455331,0.8695,86,Finance
MPWR,357.27,0.906626,3.21,Buy,295314,16118118770,107.57778318,3.4593,2002,Electronic Technology
MRK,80.15,0.91916394,0.73,Sell,3705784,202807204800,17.54207713,4.543,71000,Health Technology
MRNA,130.075,3.33253893,4.195,Sell,38368703,51430428700,,-1.622,830,Health Technology
MRTX,235.92,-0.9280645,-2.21,Buy,139818,11850752459,,-7.7034,111,Health Technology
MRVL,46.68,-0.99681866,-0.47,Buy,4186075,31287156776,21.60465543,2.2224,5633,Electronic Technology
MS,68.645,3.00870348,2.005,Buy,5472573,108268225400,11.24232404,6.0095,60431,Finance
MSCI,430.83,-1.54257507,-6.75,Buy,106896,35728573950,65.40611641,6.7504,3396,Technology Services
MSFT,222.4501,-0.66531214,-1.4899,Buy,11560021,1681833981050,36.12518148,6.257,163000,Technology Services
MSI,169.17,1.02717229,1.72,Buy,389248,28676510680,37.47174794,4.5846,17000,Electronic Technology
MT,23.3201,1.17180043,0.2701,Buy,1694128,23618812898,,-3.6957,191248,Non-Energy Minerals
MTB,125.09,3.26069011,3.95,Buy,326119,16037591765,12.08692529,10.0265,17503,Finance
MTD,1126.61,0.09595479,1.08,Sell,35780,26862199832,47.3600276,24.0834,16200,Health Technology
MTN,273.12,0.63745901,1.73,Sell,228180,11003076192,237.45734535,1.2683,43500,Consumer Services
MU,70.271,-0.2399205,-0.169,Buy,6079799,78298328700,29.67644085,2.4201,40000,Electronic Technology
MUFG,4.365,0.80831409,0.035,Buy,1279028,55617400000,18.59167024,0.2338,138570,Finance
MXIM,86.06,-0.40504571,-0.35,Buy,803980,23022635130,34.17846689,2.5522,7115,Electronic Technology
NDAQ,128.43,-1.13163972,-1.47,Buy,269342,21080523380,23.81039666,5.536,4361,Finance
NDSN,198.7,0.0302054,0.06,Sell,67935,11531455150,46.49159762,4.3245,7555,Producer Manufacturing
NEE,74.555,-0.20746888,-0.155,Buy,2846589,146107440600,37.70756574,1.9916,13900,Utilities
NEM,60.06,1.0940919,0.65,Sell,2265132,48265748640,18.72124535,3.1825,31600,Non-Energy Minerals
NET,82.9611,-4.15769409,-3.5989,Buy,3681750,25502905426,,-0.3794,1270,Technology Services
NFLX,519.45,-1.49432044,-7.88,Buy,1522076,229410889650,85.19200633,6.3762,8600,Consumer Services
NGG,57.78,1.74326466,0.99,Sell,268323,39984700000,21.38983051,2.6603,23069,Utilities
NICE,278.6,0.7230658,2,Buy,126749,17351800000,88.91317625,3.2707,5996,Technology Services
NIO,47.5455,-0.07250946,-0.0345,Buy,70864949,61002900000,,-0.9402,,Consumer Durables
NKE,141.999,-0.31660232,-0.451,Buy,1980147,222975812400,81.07108303,1.8037,75400,Consumer Non-Durables
NLOK,21.03,-1.45267104,-0.31,Buy,2414361,12449985450,5.43265192,4.1215,3600,Technology Services
NLY,8.475,1.74069628,0.145,Buy,6762080,11647300000,,-0.4738,185,Finance
NMR,5.175,1.27201566,0.065,Buy,40031,15625400000,7.45006561,0.7061,26629,Finance
NOC,301.36,1.70086393,5.04,Sell,385114,50218193520,20.27034422,14.672,90000,Electronic Technology
NOK,3.89,0.25773196,0.01,Sell,23099929,21794200000,26.52084757,0.1469,,Electronic Technology
NOW,554.13,-1.35120701,-7.59,Buy,522436,108080112790,158.9653611,3.7004,10371,Technology Services
NSC,232.99,1.0802603,2.49,Buy,554224,59168345600,29.70475663,7.7988,,Transportation
NTAP,66.675,0.74796011,0.495,Buy,881713,14895311800,21.69124877,3.0821,10800,Electronic Technology
NTCO,19.83,2.42768595,0.47,Strong Buy,218629,13307200000,,-0.3062,1175,Consumer Non-Durables
NTES,92.53,0.03243243,0.03,Buy,613612,63919700000,31.70957458,2.9171,20797,Technology Services
NTR,46.57,0.12900452,0.06,Sell,2874887,26519357870,210.66711597,0.22077485,22300,Process Industries
NTRS,92.47,2.06401766,1.87,Buy,269013,19228299190,15.00049671,6.0632,19800,Finance
NUAN,43.5416,-1.01932257,-0.4484,Buy,1004548,12398717440,470.48128342,0.098,7100,Technology Services
NUE,52.605,-0.91354304,-0.485,Sell,970769,15879955755,37.71668088,1.4082,26800,Non-Energy Minerals
NVCR,172.36,0.79532164,1.36,Strong Buy,414892,17525371520,966.64782363,0.1906,782,Health Technology
NVDA,525.2832,-1.10082277,-5.8468,Sell,2869477,325052375000,86.81006162,6.2173,13775,Electronic Technology
NVO,69.598,-1.4471821,-1.022,Buy,554421,124613000000,26.61892198,2.6597,43258,Health Technology
NVR,4164.91,-0.88975085,-37.39,Strong Buy,6721,15442834509,19.36817789,231.5044,5700,Consumer Durables
NVS,88.51,0.37423452,0.33,Buy,683700,194410000000,28.35552126,3.1345,103914,Health Technology
NWG,4.475,6.80190931,0.285,Buy,1549734,25376700000,24.69063052,0.1708,62900,Finance
NWS,17.55,0.17123288,0.03,Sell,257176,10376578450,,-1.7127,23500,Consumer Services
NWSA,17.735,0.53854875,0.095,Buy,1069619,10471072050,,-1.7127,23500,Consumer Services
NXPI,157.56,0.7545722,1.18,Buy,879696,44096992500,,-0.5143,29400,Electronic Technology
